Secret Honor	1984	Robert Altman	7.5	Philip Baker Hall	-	
In this speculative one-man drama, we see former President Richard Milhous Nixon alone in his study, dictating his thoughts into a tape recorder. His only company are a four-screen closed-circuit TV setup, the portraits on the walls, a bottle of Chivas Regal - and a loaded pistol. At times addressing an imaginary judge in a court of public opinion, at other times speaking to an aide named Roberto, and sometimes just talking to himself, the former chief executive reflects, in a series of meandering monologues, on his humble Quaker upbringing, his school days, his family and a political career that reached all the way to the White House. Nixon rails at his treatment by the likes of Dwight D. Eisenhower, the "goddam Kennedys," J. Edgar Hoover, Henry Kissinger, Jews, liberals, the media, "East Coast shits," among others, as he leads up to the "true" reasons for the Watergate scandal that resulted in his resignation - an act he regards as one of "secret honor."                
A Most Wanted Man	2014	Anton Corbijn	7.0	Philip Seymour Hoffman,Rachel McAdams,Daniel Brühl	12	
When a half-Chechen, half-Russian, brutally tortured immigrant turns up in Hamburg's Islamic community, laying claim to his father's ill gotten fortune, both German and US security agencies take a close interest: as the clock ticks down and the stakes rise, the race is on to establish this most wanted man's true identity - oppressed victim or destruction-bent extremist? Based on John le Carré's novel, A MOST WANTED MAN is a contemporary, cerebral tale of intrigue, love, rivalry, and politics that prickles with tension right through to its last heart-stopping scene.                
A Million Ways to Die in the West	2014	Seth MacFarlane	6.2	Seth MacFarlane,Charlize Theron,Liam Neeson	16	
Set in 1882 in the American west, Albert is a lowly farmer with a nice girlfriend. But when she leaves him for the more successful and handsome owner of a moustachery store, Albert returns to his lonely daily life of trying to avoid death. Then the mysterious Anna rides into town and captures Albert's interest and heart, but with her deadly husband in tow, Albert is going to have to become the western gun-slinging hero he never was. It won't be easy because there are a million ways to die in the west.                
A Walk Among the Tombstones	2014	Scott Frank	6.7	Liam Neeson,Dan Stevens,David Harbour	16	
Matt Scudder is a former cop now a private eye. He is asked by a drug dealer to find the men who kidnapped his wife. It seems like they killed her even after he paid them. Scudder refuses. But the man later goes to see him and tells him how his wife was killed. Scudder takes the job. He does some research and thinks the men he is looking for have done this more than once. And that everyone they grabbed is connected to a drug dealer. He was about to give up when they grab another girl and Scudder tries make sure she's returned alive.                
A Girl Walks Home Alone at Night	2014	Ana Lily Amirpour	7.1	Sheila Vand,Arash Marandi,Marshall Manesh	-	
In the Iranian ghost-town Bad City, a place that reeks of death and loneliness, the townspeople are unaware they are being stalked by a lonesome vampire.                
2001: A Space Odyssey	1968	Stanley Kubrick	8.3	Keir Dullea,Gary Lockwood,William Sylvester	AL	
"2001" is a story of evolution. Sometime in the distant past, someone or something nudged evolution by placing a monolith on Earth (presumably elsewhere throughout the universe as well). Evolution then enabled humankind to reach the moon's surface, where yet another monolith is found, one that signals the monolith placers that humankind has evolved that far. Now a race begins between computers (HAL) and human (Bowman) to reach the monolith placers. The winner will achieve the next step in evolution, whatever that may be.                
Sin City: A Dame to Kill For	2014	Frank Miller	6.7	Mickey Rourke,Jessica Alba,Josh Brolin	16	
Co-directors Robert Rodriguez and Frank Miller reunite to bring Miller's "Sin City" graphic novels back to the screen. Weaving together two of Miller's classic stories with new tales, the town's most hard boiled citizens cross paths with some of its more notorious inhabitants.                
A Nightmare on Elm Street	1984	Wes Craven	7.5	Heather Langenkamp,Johnny Depp,Robert Englund	16	
On Elm Street, Nancy Thompson and a group of her friends including Tina Gray, Rod Lane and Glen Lantz are being tormented by a clawed killer in their dreams named Freddy Krueger. Nancy must think quickly, as Freddy tries to pick off his victims one by one. When he has you in your sleep, who is there to save you?                
A Clockwork Orange	1971	Stanley Kubrick	8.4	Malcolm McDowell,Patrick Magee,Michael Bates	18	
Protagonist Alex DeLarge is an "ultraviolent" youth in futuristic Britain. As with all luck, his eventually runs out and he's arrested and convicted of murder and rape. While in prison, Alex learns of an experimental program in which convicts are programed to detest violence. If he goes through the program, his sentence will be reduced and he will be back on the streets sooner than expected. But Alex's ordeals are far from over once he hits the mean streets of Britain that he had a hand in creating.                
12 Years a Slave	2013	Steve McQueen	8.2	Chiwetel Ejiofor,Michael Kenneth Williams,Michael Fassbender	16	
Based on an incredible true story of one man's fight for survival and freedom. In the pre-Civil War United States, Solomon Northup (<a href="/name/nm0252230?ref_=tt_stry_pl">Chiwetel Ejiofor</a>), a free black man from upstate New York, is abducted and sold into slavery. Facing cruelty (personified by a malevolent slave owner, portrayed by <a href="/name/nm1055413?ref_=tt_stry_pl">Michael Fassbender</a>), as well as unexpected kindnesses, Solomon struggles not only to stay alive, but to retain his dignity. In the twelfth year of his unforgettable odyssey, Solomon's chance meeting with a Canadian abolitionist (<a href="/name/nm0000093?ref_=tt_stry_pl">Brad Pitt</a>) will forever alter his life.                
White Bird in a Blizzard	2014	Gregg Araki	6.6	Shailene Woodley,Eva Green,Christopher Meloni	12	
Kat Connors is 17 years old when her seemingly perfect homemaker mother, Eve, disappears in 1988. Having lived for so long in an emotionally repressed household, she barely registers her mother's absence and certainly doesn't blame her doormat of a father, Brock, for the loss. But as time passes, Kat begins to come to grips with how deeply Eve's disappearance has affected her. Returning home on a break from college, she finds herself confronted with the truth about her mother's departure, and her own denial about the events surrounding it...                
A Nightmare on Elm Street	2010	Samuel Bayer	5.2	Jackie Earle Haley,Rooney Mara,Kyle Gallner	16	
Death stalks the dreams of several young adults to claim its revenge on the killing of Freddy Kruger. Chased and chastised by this finger-bladed demon, it is the awakening of old memories and the denials of a past of retribution that spurns this hellish vision of a dreamlike state and turns death into a nightmare reality.                
The Perks of Being a Wallflower	2012	Stephen Chbosky	8.1	Logan Lerman,Emma Watson,Ezra Miller	12	
Based on the novel written by Stephen Chbosky, this is about 15-year-old Charlie (Logan Lerman), an endearing and naive outsider, coping with first love (Emma Watson), the suicide of his best friend, and his own mental illness while struggling to find a group of people with whom he belongs. The introvert freshman is taken under the wings of two seniors, Sam and Patrick, who welcome him to the real world.                
Requiem for a Dream	2000	Darren Aronofsky	8.4	Ellen Burstyn,Jared Leto,Jennifer Connelly	16	
Drugs. They consume mind, body and soul. Once you're hooked, you're hooked. Four lives. Four addicts. Four failures. Despite their aspirations of greatness, they succumb to their addictions. Watching the addicts spiral out of control, we bear witness to the dirtiest, ugliest portions of the underworld addicts reside in. It is shocking and eye-opening but demands to be seen by both addicts and non-addicts alike.                
A Long Way Down	2014	Pascal Chaumeil	6.4	Pierce Brosnan,Toni Collette,Imogen Poots	Rated R for  language	
